station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.07 22:54:41.7732,34.3066,e,?,4.32283,190.521
UD02,UD,HHN,P,2018.05.07 22:54:40.3551,-122.63,e,?,4.32283,190.521
UD01,UD,HHN,S,2018.05.07 22:54:42.2680,-56.604,e,?,6.24886,301.034
UD04,UD,HHE,S,2018.05.07 22:54:42.8638,103.933,e,?,8.59453,33.6334
UD04,UD,HHN,P,2018.05.07 22:54:41.2784,-48.1739,e,?,8.59453,33.6334
