station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.11 00:11:44.0043,-44.7024,e,?,3.7642,114.51
UD02,UD,HHZ,P,2018.05.11 00:11:42.0989,-64.15,e,?,3.7642,114.51
UD01,UD,HHE,S,2018.05.11 00:11:44.3261,-97.0145,e,?,6.01613,349.006
UD01,UD,HHZ,P,2018.05.11 00:11:42.3950,-21.7608,e,?,6.01613,349.006
UD03,UD,HHN,S,2018.05.11 00:11:45.4333,234.748,e,?,11.5328,85.9458
UD03,UD,HHZ,P,2018.05.11 00:11:42.8456,121.146,e,?,11.5328,85.9458
