station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.19 08:16:10.4506,61.9696,e,?,3.17356,28.8288
UD02,UD,HHN,S,2018.05.19 08:16:12.8532,77.5516,e,?,3.17356,28.8288
UD01,UD,HHN,S,2018.05.19 08:16:13.8756,8.11704,e,?,10.6905,343.486
UD01,UD,HHZ,P,2018.05.19 08:16:10.9447,-132.306,e,?,10.6905,343.486
UD04,UD,HHZ,P,2018.05.19 08:16:11.5070,-79.7543,e,?,15.8547,26.4981
