station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.11 07:52:13.4364,-14.9261,e,?,2.30525,142.359
UD02,UD,HHN,S,2018.05.11 07:52:15.8424,153.668,e,?,2.30525,142.359
UD01,UD,HHZ,P,2018.05.11 07:52:13.6746,-0.872017,e,?,6.46889,330.748
UD01,UD,HHN,S,2018.05.11 07:52:16.4618,-356.622,e,?,6.46889,330.748
UD04,UD,HHE,S,2018.05.11 07:52:17.0574,-133.983,e,?,11.8392,35.9572
UD04,UD,HHZ,P,2018.05.11 07:52:13.9605,41.2768,e,?,11.8392,35.9572
