station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.11 00:02:41.4702,-72.4249,e,?,4.19546,109.824
UD02,UD,HHZ,P,2018.05.11 00:02:39.5555,7.86182,e,?,4.19546,109.824
UD01,UD,HHE,S,2018.05.11 00:02:41.7218,222.879,e,?,6.07629,354.083
UD01,UD,HHZ,P,2018.05.11 00:02:39.7852,-8.44021,e,?,6.07629,354.083
UD03,UD,HHE,S,2018.05.11 00:02:42.8816,67.5522,e,?,12.0633,85.459
UD03,UD,HHZ,P,2018.05.11 00:02:40.0806,-143.485,e,?,12.0633,85.459
