station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHN,S,2018.05.13 03:24:54.5231,-340.751,e,?,5.3873,17.5251
UD02,UD,HHZ,P,2018.05.13 03:24:52.2595,-68.2045,e,?,5.3873,17.5251
UD03,UD,HHZ,P,2018.05.13 03:24:52.9008,71.3276,e,?,12.2697,52.255
UD01,UD,HHZ,P,2018.05.13 03:24:53.0140,63.0612,e,?,12.9463,346.842
UD04,UD,HHE,S,2018.05.13 03:24:56.8245,148.26,e,?,18.0312,23.4157
UD04,UD,HHZ,P,2018.05.13 03:24:53.5988,-186.836,e,?,18.0312,23.4157
