station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,P,2018.05.10 23:53:1.0403,45.9648,e,?,3.31837,141.918
UD02,UD,HHZ,S,2018.05.10 23:53:2.8907,32.3085,e,?,3.31837,141.918
UD01,UD,HHE,S,2018.05.10 23:53:3.2808,-81.4021,e,?,5.47307,332.547
UD01,UD,HHN,P,2018.05.10 23:53:1.2203,33.087,e,?,5.47307,332.547
UD03,UD,HHN,S,2018.05.10 23:53:3.9809,-9.39136,e,?,10.1292,91.344
