station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.09 21:29:13.4087,319.765,e,?,10.0489,37.6058
UD02,UD,HHN,P,2018.05.09 21:29:11.1352,68.3976,e,?,10.0489,37.6058
UD01,UD,HHN,S,2018.05.09 21:29:14.4750,-48.4814,e,?,15.5037,5.75709
UD03,UD,HHE,S,2018.05.09 21:29:15.2119,-243.956,e,?,17.5753,53.9496
UD03,UD,HHZ,P,2018.05.09 21:29:11.8878,-148.728,e,?,17.5753,53.9496
