station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD01,UD,HHE,P,2018.05.10 03:25:58.2561,-25.1719,e,?,6.39213,4.87799
UD01,UD,HHZ,S,2018.05.10 03:26:0.8632,-214.601,e,?,6.39213,4.87799
UD02,UD,HHN,S,2018.05.10 03:26:0.2874,-60.3408,e,?,5.23487,102.091
UD02,UD,HHE,P,2018.05.10 03:25:58.3200,46.3259,e,?,5.23487,102.091
UD03,UD,HHE,P,2018.05.10 03:25:58.9438,90.3878,e,?,13.259,84.4448
