station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD04,UD,HHN,S,2018.05.21 19:50:20.0759,191.467,e,?,9.6681,149.688
UD04,UD,HHZ,P,2018.05.21 19:50:18.5614,65.5243,e,?,9.6681,149.688
UD01,UD,HHZ,P,2018.05.21 19:50:19.3187,120.195,e,?,13.3501,203.087
UD01,UD,HHE,S,2018.05.21 19:50:21.5773,1044.18,e,?,13.3501,203.087
UD02,UD,HHE,S,2018.05.21 19:50:24.0588,378.788,e,?,19.7638,181.942
UD02,UD,HHZ,P,2018.05.21 19:50:20.0597,-105.649,e,?,19.7638,181.942
