station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.11 00:23:9.6863,486.401,e,?,6.64629,67.1146
UD02,UD,HHZ,P,2018.05.11 00:23:8.2815,-26.5244,e,?,6.64629,67.1146
UD01,UD,HHN,S,2018.05.11 00:23:10.6319,121.258,e,?,10.1674,8.74727
UD01,UD,HHZ,P,2018.05.11 00:23:8.8758,-12.3313,e,?,10.1674,8.74727
UD03,UD,HHE,S,2018.05.11 00:23:12.1718,-42.9141,e,?,15.0441,70.7229
UD03,UD,HHZ,P,2018.05.11 00:23:9.5276,-68.9447,e,?,15.0441,70.7229
