station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD03,UD,HHZ,P,2018.05.10 03:09:3.4462,101.727,e,?,2.61542,94.19
UD02,UD,HHZ,P,2018.05.10 03:09:3.7946,-23.3578,e,?,6.04068,245.014
UD02,UD,HHE,S,2018.05.10 03:09:5.4669,-91.3639,e,?,6.04068,245.014
UD01,UD,HHZ,P,2018.05.10 03:09:4.4496,16.3221,e,?,11.1761,296.147
UD01,UD,HHE,S,2018.05.10 03:09:6.6793,-3.93977,e,?,11.1761,296.147
