station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.22 01:34:7.6103,-429.141,e,?,2.84023,154.757
UD02,UD,HHN,S,2018.05.22 01:34:9.4793,11196.5,e,?,2.84023,154.757
UD01,UD,HHZ,P,2018.05.22 01:34:7.9903,-255.671,e,?,5.9403,325.586
UD01,UD,HHE,S,2018.05.22 01:34:9.9106,-4440.24,e,?,5.9403,325.586
UD04,UD,HHE,S,2018.05.22 01:34:10.8245,24408.7,e,?,11.1254,37.3892
