station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.20 15:51:44.3567,-127.518,e,?,3.91507,359.312
UD02,UD,HHE,S,2018.05.20 15:51:46.6788,271.576,e,?,3.91507,359.312
UD01,UD,HHZ,P,2018.05.20 15:51:45.1316,105.672,e,?,12.2848,337.943
UD01,UD,HHE,S,2018.05.20 15:51:47.8764,9.67171,e,?,12.2848,337.943
UD04,UD,HHN,S,2018.05.20 15:51:48.7125,70.5794,e,?,16.2792,19.749
UD04,UD,HHZ,P,2018.05.20 15:51:45.4957,0.939693,e,?,16.2792,19.749
