station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,S,2018.05.14 20:14:4.6489,-180.526,e,?,2.96192,175.477
UD01,UD,HHE,S,2018.05.14 20:14:5.2006,-144.731,e,?,6.26011,316.195
UD01,UD,HHZ,P,2018.05.14 20:14:3.2209,1.8161,e,?,6.26011,316.195
UD03,UD,HHZ,P,2018.05.14 20:14:3.3832,64.1106,e,?,8.33456,94.0017
UD04,UD,HHE,S,2018.05.14 20:14:5.9146,109.563,e,?,10.2418,34.3612
UD04,UD,HHZ,P,2018.05.14 20:14:3.5779,-104.576,e,?,10.2418,34.3612
