station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD01,UD,HHE,P,2018.05.10 10:38:0.6060,43.2145,e,?,7.19614,354.152
UD01,UD,HHZ,S,2018.05.10 10:38:2.3069,-156.281,e,?,7.19614,354.152
UD03,UD,HHN,S,2018.05.10 10:38:3.5519,-44.5685,e,?,12.0969,80.1493
UD03,UD,HHE,P,2018.05.10 10:38:1.3493,-32.4883,e,?,12.0969,80.1493
UD02,UD,HHN,S,2018.05.10 10:38:1.4283,11.2301,e,?,3.85216,94.5885
