station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.20 00:22:9.9294,-1.67293,e,?,1.54593,114.863
UD02,UD,HHE,S,2018.05.20 00:22:11.2349,205.279,e,?,1.54593,114.863
UD01,UD,HHN,S,2018.05.20 00:22:12.4241,210.877,e,?,7.51861,335.095
UD01,UD,HHZ,P,2018.05.20 00:22:10.6144,-29.7654,e,?,7.51861,335.095
UD04,UD,HHN,S,2018.05.20 00:22:13.6262,-53.9113,e,?,12.8065,32.849
UD04,UD,HHZ,P,2018.05.20 00:22:11.2866,36.7333,e,?,12.8065,32.849
