station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,P,2018.05.22 02:46:58.1861,-13.9103,e,?,3.05602,167.384
UD02,UD,HHE,S,2018.05.22 02:47:0.0177,1661.38,e,?,3.05602,167.384
UD01,UD,HHZ,P,2018.05.22 02:46:58.4892,-46.9722,e,?,5.94579,319.009
UD01,UD,HHE,S,2018.05.22 02:47:0.3966,-276.223,e,?,5.94579,319.009
UD04,UD,HHE,S,2018.05.22 02:47:1.3187,2271.29,e,?,10.4688,36.4065
UD04,UD,HHZ,P,2018.05.22 02:46:58.8050,-103.822,e,?,10.4688,36.4065
