station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHE,P,2018.05.09 06:20:21.1302,2.04441,e,?,8.87611,62.5787
UD02,UD,HHZ,S,2018.05.09 06:20:23.7146,-17362.3,e,?,8.87611,62.5787
UD03,UD,HHZ,S,2018.05.09 06:20:25.2735,-2344.56,e,?,17.2183,67.9182
UD04,UD,HHN,S,2018.05.09 06:20:25.8733,-2038.56,e,?,20.4966,40.8478
UD04,UD,HHZ,P,2018.05.09 06:20:22.4292,1.72935,e,?,20.4966,40.8478
