station,network,channel,Phase,Time,Level,Quality,Sign,Distance,Azimuth
UD02,UD,HHZ,S,2018.05.06 09:55:56.5563,1.60179,e,?,2.04933,177.709
UD02,UD,HHE,P,2018.05.06 09:55:54.8498,-30.6833,e,?,2.04933,177.709
UD01,UD,HHN,S,2018.05.06 09:55:57.3291,-59.8592,e,?,7.03719,320.411
UD03,UD,HHZ,P,2018.05.06 09:55:55.4616,-13.5578,e,?,8.16908,87.7334
UD04,UD,HHE,S,2018.05.06 09:55:57.9730,127.385,e,?,10.9218,31.0253
